"customer_id","lifetime_sales","lifetime_profit","customer_tier"
DP-133902,1773,537.2805,Silver (Low Margin)
RM-196751,898,-8.3775,Red (Loss Making)
SM-203202,3279,620.043,Silver (Low Margin)
GK-46201,649,-165.489,Red (Loss Making)
AG-105254,1455,-152.7613,Red (Loss Making)
GH-44851,346,27.822,Silver (Low Margin)
ES-40802,965,-50.136,Red (Loss Making)
SP-206501,4536,985.2258,Silver (Low Margin)
AH-101954,1588,-378.5509,Red (Loss Making)
JB-60451,2058,-891.150,Red (Loss Making)
DJ-35103,3376,694.53,Silver (Low Margin)
BS-115904,2455,381.7807,Silver (Low Margin)
RW-96302,14,5.16,Silver (Low Margin)
TS-211601,2521,253.1910,Silver (Low Margin)
GG-146501,1906,364.17,Silver (Low Margin)
SH-199753,2474,87.57364,Silver (Low Margin)
CS-121751,13516,2492.5263,Gold (Profitable)
MY-182952,6649,1314.783,Gold (Profitable)
SW-203502,1472,29.406,Silver (Low Margin)
GM-46952,317,-30.318,Red (Loss Making)
YS-218801,3547,-409.53,Red (Loss Making)
FG-142602,2518,538.8855,Silver (Low Margin)
EH-41252,3926,-506.136,Red (Loss Making)
NG-183554,1871,313.6335,Silver (Low Margin)
EB-39751,2074,183.390,Silver (Low Margin)
EK-137951,1103,-107.5338,Red (Loss Making)
HK-48903,1018,121.566,Silver (Low Margin)
AG-105251,324,13.26,Silver (Low Margin)
BF-112153,4064,1064.1912,Gold (Profitable)
BF-111702,6134,965.361,Silver (Low Margin)
SC-106951,1335,-157.353,Red (Loss Making)
CK-27602,1937,248.70,Silver (Low Margin)
MY-173802,5220,1449.807,Gold (Profitable)
HG-49653,26,-18.132,Red (Loss Making)
JM-152652,1096,409.11,Silver (Low Margin)
SV-208152,2319,109.2075,Silver (Low Margin)
BO-113503,225,17.586,Silver (Low Margin)
KH-166304,3920,727.3786,Silver (Low Margin)
BF-9751,1009,345.252,Silver (Low Margin)
CG-120404,906,86.5106,Silver (Low Margin)
RA-98852,154,60.81,Silver (Low Margin)
PV-89852,3235,612.846,Silver (Low Margin)
DS-130301,3254,-355.2825,Red (Loss Making)
CR-28202,588,-195.648,Red (Loss Making)
CA-23101,221,55.47,Silver (Low Margin)
SS-105152,51,14.22,Silver (Low Margin)
PB-188052,4889,134.3265,Silver (Low Margin)
SR-104251,122,-36.162,Red (Loss Making)
TP-215651,2570,361.4613,Silver (Low Margin)
KH-166302,1434,63.840,Silver (Low Margin)
VP-217602,6643,2056.299,Gold (Profitable)
