"location_key","city","state","country","region","market"
East Orange-New Jersey-United States,East Orange,New Jersey,United States,East,US
Chester-England-United Kingdom,Chester,England,United Kingdom,North,EU
El Paso-Texas-United States,El Paso,Texas,United States,Central,US
Mubi-Adamawa-Nigeria,Mubi,Adamawa,Nigeria,Africa,Africa
Lomme-Nord-Pas-de-Calais-France,Lomme,Nord-Pas-de-Calais,France,Central,EU
Anyang-Henan-China,Anyang,Henan,China,North Asia,APAC
Lowestoft-England-United Kingdom,Lowestoft,England,United Kingdom,North,EU
Puducherry-Puducherry-India,Puducherry,Puducherry,India,Central Asia,APAC
Fort Lauderdale-Florida-United States,Fort Lauderdale,Florida,United States,South,US
Chattanooga-Tennessee-United States,Chattanooga,Tennessee,United States,South,US
Javanrud-Kermanshah-Iran,Javanrud,Kermanshah,Iran,EMEA,EMEA
Gdynia-Pomerania-Poland,Gdynia,Pomerania,Poland,EMEA,EMEA
Bergerac-Aquitaine-France,Bergerac,Aquitaine,France,Central,EU
Santo André-São Paulo-Brazil,Santo André,São Paulo,Brazil,South,LATAM
Caracas-Distrito Capital-Venezuela,Caracas,Distrito Capital,Venezuela,South,LATAM
Las Piedras-Canelones-Uruguay,Las Piedras,Canelones,Uruguay,South,LATAM
Lucerne-Lucerne-Switzerland,Lucerne,Lucerne,Switzerland,Central,EU
Marion-Iowa-United States,Marion,Iowa,United States,Central,US
Medea-Medea-Algeria,Medea,Medea,Algeria,Africa,Africa
Imola-Emilia-Romagna-Italy,Imola,Emilia-Romagna,Italy,South,EU
Eskilstuna-Södermanland-Sweden,Eskilstuna,Södermanland,Sweden,North,EU
Kristiansand-Vest-Agder-Norway,Kristiansand,Vest-Agder,Norway,North,EU
Atlantic City-New Jersey-United States,Atlantic City,New Jersey,United States,East,US
Igarassu-Pernambuco-Brazil,Igarassu,Pernambuco,Brazil,South,LATAM
Kaliningrad-Kaliningrad-Russia,Kaliningrad,Kaliningrad,Russia,EMEA,EMEA
La Romana-La Romana-Dominican Republic,La Romana,La Romana,Dominican Republic,Caribbean,LATAM
Clacton-on-Sea-England-United Kingdom,Clacton-on-Sea,England,United Kingdom,North,EU
Umtata-Eastern Cape-South Africa,Umtata,Eastern Cape,South Africa,Africa,Africa
La Roche-sur-Yon-Pays de la Loire-France,La Roche-sur-Yon,Pays de la Loire,France,Central,EU
Raipur-Chhattisgarh-India,Raipur,Chhattisgarh,India,Central Asia,APAC
Jos-Plateau-Nigeria,Jos,Plateau,Nigeria,Africa,Africa
Bry-sur-Marne-Ile-de-France-France,Bry-sur-Marne,Ile-de-France,France,Central,EU
Tilburg-North Brabant-Netherlands,Tilburg,North Brabant,Netherlands,Central,EU
Nacka-Stockholm-Sweden,Nacka,Stockholm,Sweden,North,EU
Ad Diwaniyah-Al Qadisiyah-Iraq,Ad Diwaniyah,Al Qadisiyah,Iraq,EMEA,EMEA
La Plata-Provincia de Buenos Aires-Argentina,La Plata,Provincia de Buenos Aires,Argentina,South,LATAM
Zabol-Sistan Va Baluchestan-Iran,Zabol,Sistan Va Baluchestan,Iran,EMEA,EMEA
Tarsus-Mersin-Turkey,Tarsus,Mersin,Turkey,EMEA,EMEA
Guayana-Bolivar-Venezuela,Guayana,Bolivar,Venezuela,South,LATAM
The Hague-South Holland-Netherlands,The Hague,South Holland,Netherlands,Central,EU
Posadas-Misiones-Argentina,Posadas,Misiones,Argentina,South,LATAM
Bielefeld-North Rhine-Westphalia-Germany,Bielefeld,North Rhine-Westphalia,Germany,Central,EU
Lome-Maritime-Togo,Lome,Maritime,Togo,Africa,Africa
Greenville-North Carolina-United States,Greenville,North Carolina,United States,South,US
Vantaa-Uusimaa-Finland,Vantaa,Uusimaa,Finland,North,EU
Melton-Victoria-Australia,Melton,Victoria,Australia,Oceania,APAC
Carrefour-Ouest-Haiti,Carrefour,Ouest,Haiti,Caribbean,LATAM
San Jose-California-United States,San Jose,California,United States,West,US
Corpus Christi-Texas-United States,Corpus Christi,Texas,United States,Central,US
Shenyang-Liaoning-China,Shenyang,Liaoning,China,North Asia,APAC
Layton-Utah-United States,Layton,Utah,United States,West,US
Oberhausen-North Rhine-Westphalia-Germany,Oberhausen,North Rhine-Westphalia,Germany,Central,EU
Murray-Kentucky-United States,Murray,Kentucky,United States,South,US
Thane-Maharashtra-India,Thane,Maharashtra,India,Central Asia,APAC
Abu Kabir-Ash Sharqiyah-Egypt,Abu Kabir,Ash Sharqiyah,Egypt,Africa,Africa
Stoke-on-Trent-England-United Kingdom,Stoke-on-Trent,England,United Kingdom,North,EU
Seattle-Washington-United States,Seattle,Washington,United States,West,US
Liberec-Liberec-Czech Republic,Liberec,Liberec,Czech Republic,EMEA,EMEA
Mansfield-Texas-United States,Mansfield,Texas,United States,Central,US
Torcy-Ile-de-France-France,Torcy,Ile-de-France,France,Central,EU
Apopka-Florida-United States,Apopka,Florida,United States,South,US
Qaraghandy-Qaraghandy-Kazakhstan,Qaraghandy,Qaraghandy,Kazakhstan,EMEA,EMEA
Lodi-California-United States,Lodi,California,United States,West,US
Richardson-Texas-United States,Richardson,Texas,United States,Central,US
Santa Rosa-La Pampa-Argentina,Santa Rosa,La Pampa,Argentina,South,LATAM
Doetinchem-Gelderland-Netherlands,Doetinchem,Gelderland,Netherlands,Central,EU
Farmington-New Mexico-United States,Farmington,New Mexico,United States,West,US
Hastings-Hawke's Bay-New Zealand,Hastings,Hawke's Bay,New Zealand,Oceania,APAC
Dartford-England-United Kingdom,Dartford,England,United Kingdom,North,EU
Nampula-Nampula-Mozambique,Nampula,Nampula,Mozambique,Africa,Africa
Freiburg-Baden-Württemberg-Germany,Freiburg,Baden-Württemberg,Germany,Central,EU
Dewsbury-England-United Kingdom,Dewsbury,England,United Kingdom,North,EU
Menden-North Rhine-Westphalia-Germany,Menden,North Rhine-Westphalia,Germany,Central,EU
Bhatinda-Punjab-India,Bhatinda,Punjab,India,Central Asia,APAC
Rizhao-Shandong-China,Rizhao,Shandong,China,North Asia,APAC
Cluj-Napoca-Cluj-Romania,Cluj-Napoca,Cluj,Romania,EMEA,EMEA
Taylor-Michigan-United States,Taylor,Michigan,United States,Central,US
Southampton-England-United Kingdom,Southampton,England,United Kingdom,North,EU
Koforidua-Eastern-Ghana,Koforidua,Eastern,Ghana,Africa,Africa
San Bernardo-Santiago-Chile,San Bernardo,Santiago,Chile,South,LATAM
Knoxville-Tennessee-United States,Knoxville,Tennessee,United States,South,US
Burlington-Vermont-United States,Burlington,Vermont,United States,East,US
Bissau-Bissau-Guinea-Bissau,Bissau,Bissau,Guinea-Bissau,Africa,Africa
Yichun-Jiangxi-China,Yichun,Jiangxi,China,North Asia,APAC
Monza-Lombardy-Italy,Monza,Lombardy,Italy,South,EU
Iserlohn-North Rhine-Westphalia-Germany,Iserlohn,North Rhine-Westphalia,Germany,Central,EU
Grand Prairie-Texas-United States,Grand Prairie,Texas,United States,Central,US
Clovis-New Mexico-United States,Clovis,New Mexico,United States,West,US
Nantes-Pays de la Loire-France,Nantes,Pays de la Loire,France,Central,EU
Moulins-Auvergne-France,Moulins,Auvergne,France,Central,EU
Bucheon-Gyeonggi-South Korea,Bucheon,Gyeonggi,South Korea,North Asia,APAC
Zwickau-Saxony-Germany,Zwickau,Saxony,Germany,Central,EU
Gwalior-Madhya Pradesh-India,Gwalior,Madhya Pradesh,India,Central Asia,APAC
Olomouc-Olomouc-Czech Republic,Olomouc,Olomouc,Czech Republic,EMEA,EMEA
Cergy-Ile-de-France-France,Cergy,Ile-de-France,France,Central,EU
Moers-North Rhine-Westphalia-Germany,Moers,North Rhine-Westphalia,Germany,Central,EU
San José de Guanipa-Anzoátegui-Venezuela,San José de Guanipa,Anzoátegui,Venezuela,South,LATAM
Rabat-Rabat-Salé-Zemmour-Zaer-Morocco,Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,Africa,Africa
New Albany-Indiana-United States,New Albany,Indiana,United States,Central,US
Buca-Izmir-Turkey,Buca,Izmir,Turkey,EMEA,EMEA
Magnitogorsk-Chelyabinsk-Russia,Magnitogorsk,Chelyabinsk,Russia,EMEA,EMEA
Criciúma-Santa Catarina-Brazil,Criciúma,Santa Catarina,Brazil,South,LATAM
Dearborn-Michigan-United States,Dearborn,Michigan,United States,Central,US
Bolzano-Trentino-Alto Adige-Italy,Bolzano,Trentino-Alto Adige,Italy,South,EU
Chillán-Biobio-Chile,Chillán,Biobio,Chile,South,LATAM
Rohtak-Haryana-India,Rohtak,Haryana,India,Central Asia,APAC
Salzburg-Salzburg-Austria,Salzburg,Salzburg,Austria,Central,EU
Phoenix-Arizona-United States,Phoenix,Arizona,United States,West,US
Mouscron-Hainaut-Belgium,Mouscron,Hainaut,Belgium,Central,EU
Goulburn-New South Wales-Australia,Goulburn,New South Wales,Australia,Oceania,APAC
Emden-Lower Saxony-Germany,Emden,Lower Saxony,Germany,Central,EU
Tapachula-Chiapas-Mexico,Tapachula,Chiapas,Mexico,North,LATAM
Barbacena-Minas Gerais-Brazil,Barbacena,Minas Gerais,Brazil,South,LATAM
Brahmapur-Odisha-India,Brahmapur,Odisha,India,Central Asia,APAC
Dewas-Madhya Pradesh-India,Dewas,Madhya Pradesh,India,Central Asia,APAC
Varamin-Tehran-Iran,Varamin,Tehran,Iran,EMEA,EMEA
Preston-England-United Kingdom,Preston,England,United Kingdom,North,EU
Kukatpalli-Telangana-India,Kukatpalli,Telangana,India,Central Asia,APAC
Melchor Ocampo-México-Mexico,Melchor Ocampo,México,Mexico,North,LATAM
Brescia-Lombardy-Italy,Brescia,Lombardy,Italy,South,EU
Renqiu-Hebei-China,Renqiu,Hebei,China,North Asia,APAC
Le Mans-Pays de la Loire-France,Le Mans,Pays de la Loire,France,Central,EU
Geelong-Victoria-Australia,Geelong,Victoria,Australia,Oceania,APAC
Akhmim-Suhaj-Egypt,Akhmim,Suhaj,Egypt,Africa,Africa
Mons-en-Baroeul-Nord-Pas-de-Calais-France,Mons-en-Baroeul,Nord-Pas-de-Calais,France,Central,EU
Kuala Terengganu-Trengganu-Malaysia,Kuala Terengganu,Trengganu,Malaysia,Southeast Asia,APAC
Chihuahua-Chihuahua-Mexico,Chihuahua,Chihuahua,Mexico,North,LATAM
Pulheim-North Rhine-Westphalia-Germany,Pulheim,North Rhine-Westphalia,Germany,Central,EU
Salt Lake City-Utah-United States,Salt Lake City,Utah,United States,West,US
San Diego-California-United States,San Diego,California,United States,West,US
Clichy-Ile-de-France-France,Clichy,Ile-de-France,France,Central,EU
Tongzhou-Beijing-China,Tongzhou,Beijing,China,North Asia,APAC
Cotia-São Paulo-Brazil,Cotia,São Paulo,Brazil,South,LATAM
Pleasant Grove-Utah-United States,Pleasant Grove,Utah,United States,West,US
Las Rozas de Madrid-Madrid-Spain,Las Rozas de Madrid,Madrid,Spain,South,EU
Nkongsamba-Littoral-Cameroon,Nkongsamba,Littoral,Cameroon,Africa,Africa
Oruro-Oruro-Bolivia,Oruro,Oruro,Bolivia,South,LATAM
Coacalco-México-Mexico,Coacalco,México,Mexico,North,LATAM
Jacobina-Bahia-Brazil,Jacobina,Bahia,Brazil,South,LATAM
Mexicali-Baja California-Mexico,Mexicali,Baja California,Mexico,North,LATAM
Umraniye-Istanbul-Turkey,Umraniye,Istanbul,Turkey,EMEA,EMEA
Ennigerloh-North Rhine-Westphalia-Germany,Ennigerloh,North Rhine-Westphalia,Germany,Central,EU
Kotka-Kymenlaakso-Finland,Kotka,Kymenlaakso,Finland,North,EU
Nancy-Lorraine-France,Nancy,Lorraine,France,Central,EU
Anaheim-California-United States,Anaheim,California,United States,West,US
Baia Mare-Maramures-Romania,Baia Mare,Maramures,Romania,EMEA,EMEA
Alanya-Antalya-Turkey,Alanya,Antalya,Turkey,EMEA,EMEA
Viterbo-Lazio-Italy,Viterbo,Lazio,Italy,South,EU
Deyang-Sichuan-China,Deyang,Sichuan,China,North Asia,APAC
Linden-New Jersey-United States,Linden,New Jersey,United States,East,US
Ermont-Ile-de-France-France,Ermont,Ile-de-France,France,Central,EU
Elyria-Ohio-United States,Elyria,Ohio,United States,East,US
Jayapura-Papua-Indonesia,Jayapura,Papua,Indonesia,Southeast Asia,APAC
Burlington-North Carolina-United States,Burlington,North Carolina,United States,South,US
Tempe-Arizona-United States,Tempe,Arizona,United States,West,US
Firminy-Rhône-Alpes-France,Firminy,Rhône-Alpes,France,Central,EU
Macon-Georgia-United States,Macon,Georgia,United States,South,US
Texas City-Texas-United States,Texas City,Texas,United States,Central,US
Jiangdu-Jiangsu-China,Jiangdu,Jiangsu,China,North Asia,APAC
Pekanbaru-Riau-Indonesia,Pekanbaru,Riau,Indonesia,Southeast Asia,APAC
Cuenca-Azuay-Ecuador,Cuenca,Azuay,Ecuador,South,LATAM
Sonipat-Haryana-India,Sonipat,Haryana,India,Central Asia,APAC
Guiyang-Guizhou-China,Guiyang,Guizhou,China,North Asia,APAC
Les Lilas-Ile-de-France-France,Les Lilas,Ile-de-France,France,Central,EU
Yiwu-Zhejiang-China,Yiwu,Zhejiang,China,North Asia,APAC
Datong-Anhui-China,Datong,Anhui,China,North Asia,APAC
Villefontaine-Rhône-Alpes-France,Villefontaine,Rhône-Alpes,France,Central,EU
Ferndown-England-United Kingdom,Ferndown,England,United Kingdom,North,EU
Arapongas-Parana-Brazil,Arapongas,Parana,Brazil,South,LATAM
Kuito-Bie-Angola,Kuito,Bie,Angola,Africa,Africa
Sindelfingen-Baden-Württemberg-Germany,Sindelfingen,Baden-Württemberg,Germany,Central,EU
Rybnik-Silesia-Poland,Rybnik,Silesia,Poland,EMEA,EMEA
Polatsk-Vitsyebsk-Belarus,Polatsk,Vitsyebsk,Belarus,EMEA,EMEA
Chaozhou-Guangdong-China,Chaozhou,Guangdong,China,North Asia,APAC
Barika-Batna-Algeria,Barika,Batna,Algeria,Africa,Africa
Toguchin-Novosibirsk-Russia,Toguchin,Novosibirsk,Russia,EMEA,EMEA
Altamura-Apulia-Italy,Altamura,Apulia,Italy,South,EU
Lafayette-Louisiana-United States,Lafayette,Louisiana,United States,South,US
Shanghai-Shanghai-China,Shanghai,Shanghai,China,North Asia,APAC
Mentougou-Beijing-China,Mentougou,Beijing,China,North Asia,APAC
Zanjan-Zanjan-Iran,Zanjan,Zanjan,Iran,EMEA,EMEA
Bilaspur-Uttar Pradesh-India,Bilaspur,Uttar Pradesh,India,Central Asia,APAC
Mauguio-Languedoc-Roussillon-France,Mauguio,Languedoc-Roussillon,France,Central,EU
Hailin-Heilongjiang-China,Hailin,Heilongjiang,China,North Asia,APAC
Jizzakh-Jizzakh-Uzbekistan,Jizzakh,Jizzakh,Uzbekistan,EMEA,EMEA
São Benedito-Ceará-Brazil,São Benedito,Ceará,Brazil,South,LATAM
Mainz-Rhineland-Palatinate-Germany,Mainz,Rhineland-Palatinate,Germany,Central,EU
Erzurum-Erzurum-Turkey,Erzurum,Erzurum,Turkey,EMEA,EMEA
Sheffield-England-United Kingdom,Sheffield,England,United Kingdom,North,EU
Kent-Washington-United States,Kent,Washington,United States,West,US
Jinja-Jinja-Uganda,Jinja,Jinja,Uganda,Africa,Africa
Yulin-Shaanxi-China,Yulin,Shaanxi,China,North Asia,APAC
Xingtai-Hebei-China,Xingtai,Hebei,China,North Asia,APAC
Madero-Tamaulipas-Mexico,Madero,Tamaulipas,Mexico,North,LATAM
Funabashi-Chiba-Japan,Funabashi,Chiba,Japan,North Asia,APAC
Puerto La Cruz-Anzoátegui-Venezuela,Puerto La Cruz,Anzoátegui,Venezuela,South,LATAM
Uvira-South Kivu-Democratic Republic of the Congo,Uvira,South Kivu,Democratic Republic of the Congo,Africa,Africa
Schweinfurt-Bavaria-Germany,Schweinfurt,Bavaria,Germany,Central,EU
Rochester-New York-United States,Rochester,New York,United States,East,US
Tuxtla Gutiérrez-Chiapas-Mexico,Tuxtla Gutiérrez,Chiapas,Mexico,North,LATAM
Norfolk-Nebraska-United States,Norfolk,Nebraska,United States,Central,US
Odivelas-Lisboa-Portugal,Odivelas,Lisboa,Portugal,South,EU
Saint-Brieuc-Brittany-France,Saint-Brieuc,Brittany,France,Central,EU
Probolinggo-Jawa Timur-Indonesia,Probolinggo,Jawa Timur,Indonesia,Southeast Asia,APAC
Taza-Taza-Al Hoceima-Taounate-Morocco,Taza,Taza-Al Hoceima-Taounate,Morocco,Africa,Africa
Wuchang-Heilongjiang-China,Wuchang,Heilongjiang,China,North Asia,APAC
Gravataí-Rio Grande do Sul-Brazil,Gravataí,Rio Grande do Sul,Brazil,South,LATAM
Ocaña-Norte de Santander-Colombia,Ocaña,Norte de Santander,Colombia,South,LATAM
Fulda-Hesse-Germany,Fulda,Hesse,Germany,Central,EU
Logan-Utah-United States,Logan,Utah,United States,West,US
Ar Raqqah-Ar Raqqah-Syria,Ar Raqqah,Ar Raqqah,Syria,EMEA,EMEA
Blenheim-Marlborough-New Zealand,Blenheim,Marlborough,New Zealand,Oceania,APAC
Bayeux-Paraíba-Brazil,Bayeux,Paraíba,Brazil,South,LATAM
Austin-Texas-United States,Austin,Texas,United States,Central,US
Mococa-São Paulo-Brazil,Mococa,São Paulo,Brazil,South,LATAM
Pitesti-Arges-Romania,Pitesti,Arges,Romania,EMEA,EMEA
Karimnagar-Telangana-India,Karimnagar,Telangana,India,Central Asia,APAC
Lisbon-Lisboa-Portugal,Lisbon,Lisboa,Portugal,South,EU
Pescara-Abruzzi-Italy,Pescara,Abruzzi,Italy,South,EU
Avadi-Tamil Nadu-India,Avadi,Tamil Nadu,India,Central Asia,APAC
Shumen-Shumen-Bulgaria,Shumen,Shumen,Bulgaria,EMEA,EMEA
Dartmouth-Nova Scotia-Canada,Dartmouth,Nova Scotia,Canada,Canada,Canada
Piedras Negras-Coahuila-Mexico,Piedras Negras,Coahuila,Mexico,North,LATAM
Durgapur-West Bengal-India,Durgapur,West Bengal,India,Central Asia,APAC
Albertville-Rhône-Alpes-France,Albertville,Rhône-Alpes,France,Central,EU
Weimar-Thuringia-Germany,Weimar,Thuringia,Germany,Central,EU
Pontivy-Brittany-France,Pontivy,Brittany,France,Central,EU
La Seyne-sur-Mer-Provence-Alpes-Côte d'Azur-France,La Seyne-sur-Mer,Provence-Alpes-Côte d'Azur,France,Central,EU
Vitrolles-Provence-Alpes-Côte d'Azur-France,Vitrolles,Provence-Alpes-Côte d'Azur,France,Central,EU
Huzhou-Zhejiang-China,Huzhou,Zhejiang,China,North Asia,APAC
Costa Mesa-California-United States,Costa Mesa,California,United States,West,US
Bogor-Jawa Barat-Indonesia,Bogor,Jawa Barat,Indonesia,Southeast Asia,APAC
Sarkand-Almaty-Kazakhstan,Sarkand,Almaty,Kazakhstan,EMEA,EMEA
Soissons-Picardy-France,Soissons,Picardy,France,Central,EU
Teresina-Piauí-Brazil,Teresina,Piauí,Brazil,South,LATAM
Rome-Lazio-Italy,Rome,Lazio,Italy,South,EU
Bunbury-Western Australia-Australia,Bunbury,Western Australia,Australia,Oceania,APAC
Xiangfan-Hubei-China,Xiangfan,Hubei,China,North Asia,APAC
Lakeland-Florida-United States,Lakeland,Florida,United States,South,US
Springs-Gauteng-South Africa,Springs,Gauteng,South Africa,Africa,Africa
Cambridge-Waikato-New Zealand,Cambridge,Waikato,New Zealand,Oceania,APAC
Concarneau-Brittany-France,Concarneau,Brittany,France,Central,EU
Luton-England-United Kingdom,Luton,England,United Kingdom,North,EU
Juiz de Fora-Minas Gerais-Brazil,Juiz de Fora,Minas Gerais,Brazil,South,LATAM
George-Western Cape-South Africa,George,Western Cape,South Africa,Africa,Africa
Catalão-Goiás-Brazil,Catalão,Goiás,Brazil,South,LATAM
Passos-Minas Gerais-Brazil,Passos,Minas Gerais,Brazil,South,LATAM
Chimaltenango-Chimaltenango-Guatemala,Chimaltenango,Chimaltenango,Guatemala,Central,LATAM
Shulan-Jilin-China,Shulan,Jilin,China,North Asia,APAC
Taubaté-São Paulo-Brazil,Taubaté,São Paulo,Brazil,South,LATAM
San Luis Río Colorado-Sonora-Mexico,San Luis Río Colorado,Sonora,Mexico,North,LATAM
Bournemouth-England-United Kingdom,Bournemouth,England,United Kingdom,North,EU
Umuarama-Parana-Brazil,Umuarama,Parana,Brazil,South,LATAM
Rosny-sous-Bois-Ile-de-France-France,Rosny-sous-Bois,Ile-de-France,France,Central,EU
Itapetininga-São Paulo-Brazil,Itapetininga,São Paulo,Brazil,South,LATAM
Lubbock-Texas-United States,Lubbock,Texas,United States,Central,US
Ajman-'Ajman-United Arab Emirates,Ajman,'Ajman,United Arab Emirates,EMEA,EMEA
Colombo-Parana-Brazil,Colombo,Parana,Brazil,South,LATAM
Wheeling-West Virginia-United States,Wheeling,West Virginia,United States,East,US
Utrecht-Utrecht-Netherlands,Utrecht,Utrecht,Netherlands,Central,EU
Vernon-Upper Normandy-France,Vernon,Upper Normandy,France,Central,EU
Kortrijk-West Flanders-Belgium,Kortrijk,West Flanders,Belgium,Central,EU
Barquisimeto-Lara-Venezuela,Barquisimeto,Lara,Venezuela,South,LATAM
Gravatá-Pernambuco-Brazil,Gravatá,Pernambuco,Brazil,South,LATAM
Mission Viejo-California-United States,Mission Viejo,California,United States,West,US
Bucaramanga-Santander-Colombia,Bucaramanga,Santander,Colombia,South,LATAM
Chelles-Ile-de-France-France,Chelles,Ile-de-France,France,Central,EU
Yongchuan-Chongqing-China,Yongchuan,Chongqing,China,North Asia,APAC
Perugia-Umbria-Italy,Perugia,Umbria,Italy,South,EU
Badalona-Catalonia-Spain,Badalona,Catalonia,Spain,South,EU
Cincinnati-Ohio-United States,Cincinnati,Ohio,United States,East,US
Zaria-Kaduna-Nigeria,Zaria,Kaduna,Nigeria,Africa,Africa
Marina di Carrara-Tuscany-Italy,Marina di Carrara,Tuscany,Italy,South,EU
Boulogne-sur-Mer-Nord-Pas-de-Calais-France,Boulogne-sur-Mer,Nord-Pas-de-Calais,France,Central,EU
Malayer-Hamadan-Iran,Malayer,Hamadan,Iran,EMEA,EMEA
Veracruz-Veracruz-Mexico,Veracruz,Veracruz,Mexico,North,LATAM
Birjand-South Khorasan-Iran,Birjand,South Khorasan,Iran,EMEA,EMEA
Valence-Rhône-Alpes-France,Valence,Rhône-Alpes,France,Central,EU
Bytom-Silesia-Poland,Bytom,Silesia,Poland,EMEA,EMEA
Wagga Wagga-New South Wales-Australia,Wagga Wagga,New South Wales,Australia,Oceania,APAC
Troisdorf-North Rhine-Westphalia-Germany,Troisdorf,North Rhine-Westphalia,Germany,Central,EU
Mashhad-Razavi Khorasan-Iran,Mashhad,Razavi Khorasan,Iran,EMEA,EMEA
Tinley Park-Illinois-United States,Tinley Park,Illinois,United States,Central,US
Ponte Nova-Minas Gerais-Brazil,Ponte Nova,Minas Gerais,Brazil,South,LATAM
Karlstad-Värmland-Sweden,Karlstad,Värmland,Sweden,North,EU
Raipur-Uttarakhand-India,Raipur,Uttarakhand,India,Central Asia,APAC
Rotterdam-South Holland-Netherlands,Rotterdam,South Holland,Netherlands,Central,EU
Slough-England-United Kingdom,Slough,England,United Kingdom,North,EU
Shkoder-Shkodër-Albania,Shkoder,Shkodër,Albania,EMEA,EMEA
Greeley-Colorado-United States,Greeley,Colorado,United States,West,US
Mykolayiv-Mykolayiv-Ukraine,Mykolayiv,Mykolayiv,Ukraine,EMEA,EMEA
Rillieux-la-Pape-Rhône-Alpes-France,Rillieux-la-Pape,Rhône-Alpes,France,Central,EU
Almaty-Almaty City-Kazakhstan,Almaty,Almaty City,Kazakhstan,EMEA,EMEA
Beauvais-Picardy-France,Beauvais,Picardy,France,Central,EU
